origin_latitude,origin_longitude,destination_latitude,destination_longitude,time
-37.509578,-72.324378,-37.509578,-72.324378,0.0
-37.509578,-72.324378,-37.721883,-72.242093,1913.12
-37.509578,-72.324378,-36.771816,-73.072289,7733.56
-37.509578,-72.324378,-36.76757,-73.170556,8911.62
-37.509578,-72.324378,-36.609082,-72.089984,7455.71
-37.509578,-72.324378,-36.740363,-73.086466,8084.69
-37.509578,-72.324378,-36.819024,-73.015189,7182.98
-37.509578,-72.324378,-36.61102,-72.14123,7252.86
-37.509578,-72.324378,-36.770144,-73.070805,7590.31
-37.509578,-72.324378,-36.781749,-73.04948,7514.48
-37.509578,-72.324378,-36.816597,-73.052815,7587.18
-37.509578,-72.324378,-36.772283,-73.072209,7735.03
-37.509578,-72.324378,-36.770272,-73.112648,7900.47
-37.509578,-72.324378,-36.606583,-72.093361,7468.52
-37.509578,-72.324378,-37.588438,-72.522636,2604.44
-37.509578,-72.324378,-36.812569,-72.98646,6966.6
-37.509578,-72.324378,-36.812439,-72.984494,6935.67
-37.509578,-72.324378,-37.50773,-72.65855,3159.51
-37.509578,-72.324378,-36.768983,-73.065041,7562.63
-37.509578,-72.324378,-36.72478,-73.11698,8292.74
-37.509578,-72.324378,-37.064816,-73.143376,10302.4
-37.509578,-72.324378,-36.776402,-73.070793,7681.61
-37.509578,-72.324378,-37.494738,-72.689428,3475.93
-37.509578,-72.324378,-36.98703,-73.154185,10256.19
-37.509578,-72.324378,-37.45165,-72.31711,803.36
-37.509578,-72.324378,-37.585296,-72.530171,2570.28
-37.509578,-72.324378,-36.76041757605908,-73.11913649598887,8013.56
-37.509578,-72.324378,-36.813251,-72.986397,6984.28
-37.509578,-72.324378,-36.58806,-72.109159,6776.88
-37.509578,-72.324378,-36.813446,-72.988075,7015.21
-37.509578,-72.324378,-37.7255,-72.23291,2011.1
-37.509578,-72.324378,-36.865028,-73.140282,8795.86
-37.509578,-72.324378,-36.812021,-72.98557,6960.71
-37.509578,-72.324378,-36.740686,-73.100096,8162.9
-37.509578,-72.324378,-36.768515,-73.070135,7640.09
-37.509578,-72.324378,-36.807167,-73.059194,7652.87
-37.509578,-72.324378,-37.497405,-72.690595,3449.64
-37.509578,-72.324378,-37.171998,-72.941238,7644.37
-37.509578,-72.324378,-36.773099,-73.070813,7498.34
