origin_latitude,origin_longitude,destination_latitude,destination_longitude,time
-34.592267,-70.98697,-34.592267,-70.98697,0.0
-34.592267,-70.98697,-34.171195,-70.74279,3472.45
-34.592267,-70.98697,-34.392256,-70.854765,1909.04
-34.592267,-70.98697,-34.177588,-70.757829,3343.82
-34.592267,-70.98697,-34.400957,-70.842169,1935.22
-34.592267,-70.98697,-34.209184,-70.814858,3438.53
-34.592267,-70.98697,-34.176538,-70.736833,3361.62
-34.592267,-70.98697,-34.575542,-70.995463,595.97
-34.592267,-70.98697,-34.212196,-70.657681,4062.31
-34.592267,-70.98697,-34.267358,-71.031469,4259.81
-34.592267,-70.98697,-34.04645,-70.675743,4388.12
-34.592267,-70.98697,-34.035962,-70.647753,4306.94
-34.592267,-70.98697,-34.360931,-70.836255,1888.29
-34.592267,-70.98697,-34.267326,-71.031936,4259.81
-34.592267,-70.98697,-34.583904,-70.992034,483.1
-34.592267,-70.98697,-34.15092,-70.76583,3525.48
-34.592267,-70.98697,-34.23582,-70.778198,3014.49
-34.592267,-70.98697,-34.238334,-70.978748,4221.59
-34.592267,-70.98697,-34.045113,-70.67002,4236.87
-34.592267,-70.98697,-34.191216,-70.67202,4073.78
-34.592267,-70.98697,-34.175594,-70.703832,3774.84
-34.592267,-70.98697,-34.170956,-70.703133,3900.31
-34.592267,-70.98697,-34.409004,-70.864319,1746.17
-34.592267,-70.98697,-34.20289334239257,-70.75137574951917,2797.86
-34.592267,-70.98697,-34.545347,-70.95309,822.69
-34.592267,-70.98697,-34.160741,-70.73843,3514.43
-34.592267,-70.98697,-34.590813,-70.996078,151.33
-34.592267,-70.98697,-34.249185,-71.04603,4422.07
-34.592267,-70.98697,-34.405065,-70.846615,1856.56
-34.592267,-70.98697,-34.590044,-70.968221,535.1
-34.592267,-70.98697,-34.160107,-70.704028,3953.15
-34.592267,-70.98697,-34.28162,-71.075432,3905.2
-34.592267,-70.98697,-34.167152,-70.740349,3612.77
-34.592267,-70.98697,-34.209034,-70.89944,3572.99
-34.592267,-70.98697,-34.122416,-70.63519,3714.25
-34.592267,-70.98697,-34.451828,-70.894173,1889.01
-34.592267,-70.98697,-34.001395,-70.69353,3891.77
-34.592267,-70.98697,-34.205148,-70.656517,4098.56
-34.592267,-70.98697,-34.244133,-70.985211,4280.16
-34.592267,-70.98697,-34.15542,-70.713246,3877.1
-34.592267,-70.98697,-34.284441,-70.827128,2211.81
-34.592267,-70.98697,-34.578322,-70.99083,500.87
-34.592267,-70.98697,-34.576814,-71.003303,597.85
-34.592267,-70.98697,-34.290173,-71.082854,3936.78
-34.592267,-70.98697,-34.173178,-70.701602,3863.82
-34.592267,-70.98697,-34.164,-70.734403,3718.58
-34.592267,-70.98697,-34.29072,-70.8089,2373.28
-34.592267,-70.98697,-33.963413,-70.68885,4289.61
-34.592267,-70.98697,-34.159411,-70.715086,3786.6
-34.592267,-70.98697,-34.185892,-70.72026,3316.0
